X,Y,Facies,Porosidad,Permeabilidad
100.0,900.0,arenisca,0.1001868241912439,1.363890472848054
100.0,800.0,lutita,0.107946628634116,12.576844998606088
100.0,700.0,lutita,0.0853567242142331,5.984520458439763
100.0,600.0,lutita,0.1084599833841814,2.4466782403893257
100.0,500.0,lutita,0.1024683411769814,1.9522636749783289
100.0,400.0,lutita,0.1105787690949264,3.691907690165497
100.0,300.0,lutita,0.0889362126111913,1.0735819048532833
100.0,200.0,lutita,0.1020936214162576,2.396189192554137
100.0,100.0,arenisca,0.1374531241671051,5.727602877832081
200.0,900.0,arenisca,0.1370617522999189,14.771314229160836
200.0,800.0,arenisca,0.1259838767623109,10.675435560783528
200.0,700.0,lutita,0.1217542894982767,3.0858253664765947
200.0,600.0,lutita,0.0951472780097365,0.9625654663384924
200.0,500.0,lutita,0.087499881453658,1.8232715185978985
200.0,400.0,lutita,0.0985827043515766,4.571021440257367
200.0,300.0,lutita,0.1074402513013293,13.581879773101154
200.0,200.0,lutita,0.0935419548437891,0.4088032835122328
200.0,100.0,lutita,0.079944721988431,0.7345484564681812
300.0,900.0,arenisca,0.1115158779728996,27.99981687958923
300.0,800.0,arenisca,0.1194685079421786,61.005351844470965
300.0,700.0,arenisca,0.1341999728482504,44.59594603367496
300.0,600.0,arenisca,0.1612048873058903,190.7401408446768
300.0,500.0,arenisca,0.1071738142283481,13.301607456849723
300.0,400.0,arenisca,0.1116735734725623,10.851073760851108
300.0,300.0,lutita,0.1052373047910865,6.312197651179605
300.0,200.0,lutita,0.1032616522372805,2.817351328372321
300.0,100.0,lutita,0.0990570024917546,3.188778219134942
400.0,900.0,lutita,0.0784940328587775,1.1098023610952137
400.0,800.0,lutita,0.1104477685531558,4.116216873588337
400.0,700.0,arenisca,0.1227878259113368,18.826989146673785
400.0,600.0,arenisca,0.1208358929201349,5.97043070310137
400.0,500.0,arenisca,0.1139615967665349,132.12410961253704
400.0,400.0,arenisca,0.0838422317875911,5.558784777140966
400.0,300.0,arenisca,0.1179838625060697,1.992676213834848
400.0,200.0,lutita,0.11689957793243,6.63131132293633
400.0,100.0,lutita,0.0663810240718989,0.0336106948993771
500.0,900.0,lutita,0.0933667516832974,1.3079442741673917
500.0,800.0,lutita,0.0840170712308165,0.7714038236026848
500.0,700.0,lutita,0.1098227884379722,52.50087041178072
500.0,600.0,arenisca,0.1219697245179487,8.22227139497363
500.0,500.0,arenisca,0.1198536361769543,3.1422874718956963
500.0,400.0,lutita,0.111439770893567,6.312197651179605
500.0,300.0,lutita,0.094718553197626,11.788525755442995
500.0,200.0,lutita,0.100372811861361,0.402478092400951
500.0,100.0,lutita,0.0699397527325402,1.182514940322063
600.0,900.0,arenisca,0.1460047315898154,18.071089880107586
600.0,800.0,arenisca,0.121372935561387,4.776925425457075
600.0,700.0,lutita,0.1099115029930108,12.384495645219042
600.0,600.0,lutita,0.0588710426408954,0.0372567565853449
600.0,500.0,lutita,0.0736865774008409,0.4825770710204208
600.0,400.0,arenisca,0.1121495248814312,22.804211917465143
600.0,300.0,arenisca,0.1334101080403796,22.701075125761736
600.0,200.0,arenisca,0.1217022721379773,73.9866480319918
600.0,100.0,arenisca,0.146499823949845,42.39604391131162
700.0,900.0,arenisca,0.1112578075351168,0.381031646211926
700.0,800.0,arenisca,0.1232059986257911,13.174392727828977
700.0,700.0,arenisca,0.1148840501157201,5.12137770994541
700.0,600.0,arenisca,0.1896818424313185,464.7730483329794
700.0,500.0,arenisca,0.1717737165427737,348.6815876283871
700.0,400.0,arenisca,0.1206359864426642,4.193052587390703
700.0,300.0,lutita,0.1269723184593351,0.5013064337715765
700.0,200.0,arenisca,0.1366764935391526,8.450500017603046
700.0,100.0,arenisca,0.1083841919697751,2.11324738778481
800.0,900.0,arenisca,0.1520609796858717,68.36286112289045
800.0,800.0,arenisca,0.1546080367045014,29.06543342101495
800.0,700.0,arenisca,0.1591147728158612,82.66957696390789
800.0,600.0,arenisca,0.1983281333855331,59.45468028222567
800.0,500.0,arenisca,0.1794480222330972,279.4348221732339
800.0,400.0,arenisca,0.1474692737105485,46.47821054038469
800.0,300.0,arenisca,0.1037263829492721,18.9331113323464
800.0,200.0,arenisca,0.1057604137970291,11.57250657318402
800.0,100.0,lutita,0.124407049260269,7.739105135779566
900.0,900.0,lutita,0.1175945512352071,12.433996190862308
900.0,800.0,lutita,0.1026087707442951,2.433846781545574
900.0,700.0,arenisca,0.1307855006869787,19.97702041281352
900.0,600.0,arenisca,0.1651996395901055,62.67596715191265
900.0,500.0,arenisca,0.1995838805749955,86.86469299265028
900.0,400.0,arenisca,0.1991077239238541,18.660459484410445
900.0,300.0,arenisca,0.1406246255964449,17.31411759076002
900.0,200.0,lutita,0.1013561700122278,4.557779673990306
900.0,100.0,lutita,0.0918337606735475,1.280257266170677
925.0,559.0,arenisca,0.2075981221200499,525.3793796125435
935.0,559.0,arenisca,0.2092532233957145,625.725523039946
945.0,559.0,arenisca,0.1859038010213101,369.9805178277887
955.0,559.0,arenisca,0.1783230547210949,74.21505759018655
965.0,559.0,arenisca,0.2089663909340002,378.9424748854176
975.0,559.0,arenisca,0.2245147587202604,1023.1567776518684
985.0,559.0,arenisca,0.2329584111561818,133.73898872639396
995.0,559.0,arenisca,0.2216560538166118,54.80614211610685
1005.0,559.0,arenisca,0.2216560538166118,54.80614211610685
925.0,549.0,arenisca,0.1965421289911761,353.7121062825318
935.0,549.0,arenisca,0.1913657053664162,245.14674778002
945.0,549.0,arenisca,0.1907762011220936,164.89569165399195
955.0,549.0,arenisca,0.1813988208720127,374.29892530151193
965.0,549.0,arenisca,0.1882200968314187,456.8357632343311
975.0,549.0,arenisca,0.2227008194875126,285.52968267604166
985.0,549.0,arenisca,0.2422978845362023,99.35594227710553
995.0,549.0,arenisca,0.2144785558534299,246.21586459169467
1005.0,549.0,arenisca,0.2144785558534299,246.21586459169467
925.0,539.0,arenisca,0.2039299200929455,211.16329588243832
935.0,539.0,arenisca,0.1990722062389684,89.89307252309634
945.0,539.0,arenisca,0.1952203877129013,151.09631939624126
955.0,539.0,arenisca,0.1981560433103625,359.2057732737164
965.0,539.0,arenisca,0.1978020532532131,617.27394109991
975.0,539.0,arenisca,0.2252734301347063,329.0261331338964
985.0,539.0,arenisca,0.2235611829809695,152.0306802975061
995.0,539.0,arenisca,0.2005010748434783,159.74556607773837
1005.0,539.0,arenisca,0.2005010748434783,159.74556607773837
925.0,529.0,arenisca,0.1963577219880662,409.2985499932747
935.0,529.0,arenisca,0.2075408187872148,238.8721410340954
945.0,529.0,arenisca,0.2078759152529629,898.5872876653083
955.0,529.0,arenisca,0.1980810779451189,1113.9710764628417
965.0,529.0,arenisca,0.1992827464262705,1191.484964700849
975.0,529.0,arenisca,0.2146116177653603,1548.094062498347
985.0,529.0,arenisca,0.224063657415767,385.59631385452775
995.0,529.0,arenisca,0.2116381417477095,276.1608148189531
1005.0,529.0,arenisca,0.2116381417477095,276.1608148189531
925.0,519.0,arenisca,0.1887658240241636,220.99558652039207
935.0,519.0,arenisca,0.2095836775143904,429.289556119189
945.0,519.0,arenisca,0.2062712581870845,1450.5330939819569
955.0,519.0,arenisca,0.213319985639068,2090.638557801792
965.0,519.0,arenisca,0.2296537404473935,2642.999828972705
975.0,519.0,arenisca,0.2187967747533477,1040.3675293907656
985.0,519.0,arenisca,0.2070980164280191,281.0099138594848
995.0,519.0,arenisca,0.2126027207570447,54.667195282273234
1005.0,519.0,arenisca,0.2126027207570447,54.667195282273234
925.0,509.0,arenisca,0.1898514423559652,168.0346557528904
935.0,509.0,arenisca,0.2115339643457537,1320.4968619506328
945.0,509.0,arenisca,0.2059185528746114,659.9865777458823
955.0,509.0,arenisca,0.2277136561074601,1525.247066045778
